7.639000248738221366e+00;8.228798005188632914e+00;4.373519591503601589e+00;-8.522564966481720461e+00;6.620199929592661903e+00;2.011771174674171547e+00;2.011504167898858331e+00;1.991379333041049859e+00
-1.080990203673519723e+00;7.493920532167777537e+00;3.541274465275221495e+00;-8.592021513343286898e+00;9.708416611896639736e-01;2.009168257531562141e+00;2.016121521345858980e+00;1.992124029975706145e+00
-3.534025021637729580e+00;7.465307671692626101e+00;2.128706928946885846e+00;-2.236641437418451783e+00;9.756572290091346744e+00;2.005254196386759169e+00;2.016696311009372078e+00;1.964158848581369021e+00
1.399841254275699498e+00;1.398577626433158017e+01;7.316844613095880412e+00;-6.234062622706766366e-01;3.590701443197072962e+00;2.002001995028915182e+00;1.977953591736879124e+00;1.999468387448050777e+00
4.326271517071202943e+00;8.428513652730643457e+00;7.517704732502962450e+00;-7.873866545610794354e+00;1.259099147126845608e+01;2.001559890548139098e+00;1.967186717160685605e+00;2.030093426430122250e+00
1.107586377806516031e+00;1.197818746619400088e+01;7.574671212863125724e+00;4.475712276556381930e+00;3.638419664919025021e+00;1.998858639156151362e+00;1.991544644958026300e+00;1.977603794562662554e+00
5.828631812140208091e+00;2.714743069956280230e+00;4.654210404051813299e+00;-4.025408024509813387e+00;8.580531640174809738e+00;2.022953643498476062e+00;1.999459002492566473e+00;1.979101790357910451e+00
1.824484932310878493e+00;2.097486280844743689e+01;-3.610364754767237727e+00;-4.110199900890778579e+00;3.147472519169443927e+00;1.998439705568494595e+00;2.045651805486823349e+00;1.997743799529312358e+00
1.758726116507597359e+00;1.192953867621304553e+01;7.408559164490208460e+00;-4.177636089162199085e+00;-2.260540475299865903e-01;1.992129387080181280e+00;1.969706407339715470e+00;1.990919284632173714e+00
6.124709602775809003e+00;-1.043152671911361296e+00;3.166722278072588992e+00;1.975410975834392069e+00;4.964473392432019239e+00;1.974975982137651354e+00;1.982957348527636388e+00;2.013397854182310542e+00
1.132722075966780206e+00;1.701820464946482048e+01;6.987627495249372878e+00;-1.835037382107447268e+00;1.655689373437873968e+01;1.993985197819589716e+00;2.001044610249482325e+00;2.010919812481372304e+00
6.911365284730066616e-01;4.726171013679319799e+00;3.243965634206696258e+00;3.979121340719977695e-01;1.026627911493275391e+01;2.011215277430403514e+00;1.986138859290855541e+00;1.994416519210704841e+00
4.968960477938696663e+00;1.239197378418099404e+01;3.856683913996004520e+00;-4.596619808020787623e-01;1.546812124031411351e+01;1.994435939144172165e+00;2.032299069437921712e+00;2.002545375475608402e+00
-6.274976740792410634e-01;5.326252534272609473e+00;-2.180943812075360810e+00;-1.487257102971006439e+00;7.254196323191385076e+00;2.018019749098350690e+00;2.010819182082874246e+00;2.010277286451622292e+00
9.110008145253187806e+00;5.217377851183201187e+00;-1.259768488763369554e+00;-4.105179563059969894e+00;1.577870171307733926e+01;2.009918414924097618e+00;2.010185464454511184e+00;1.982829731128354256e+00
7.431938604293980788e+00;1.467123157697021441e+01;1.262093456007726466e+01;2.400639897796859934e+00;9.888696400438577783e+00;1.987129781520755811e+00;2.035503375546146909e+00;2.027286552876895520e+00
7.446575335889722425e+00;4.647898556139403503e+00;2.729651753887618160e+00;-1.088221210244437920e+01;9.172261573697175763e+00;1.995556717033649452e+00;2.014602700111311151e+00;1.963188389668126144e+00
1.509641152152345622e-01;9.704154295702950961e+00;-2.770031325566684188e+00;-3.104753935571411994e+00;9.425813479533566408e+00;2.008646887141934290e+00;1.986606364349961185e+00;2.004110461385689046e+00
2.660257734132942531e+00;2.126810681248364787e+01;-1.005801362409428190e+00;2.756453904364491336e+00;1.503499052833963567e+00;2.004990420634976456e+00;2.022252933097803407e+00;2.000851703993567821e+00
-2.234713752793230146e+00;1.120474012531862051e+01;9.336780149191241662e+00;5.025647544250793963e+00;1.530246750303787984e+00;2.014014375426019576e+00;1.975125742645513105e+00;2.028872596506144710e+00
-8.971921085165424081e-02;4.488558325128693127e-01;7.242470938136769121e+00;-2.695840609342813554e+00;1.277074450347845058e+01;2.007942214659951485e+00;2.001336347230056489e+00;1.987844463627306046e+00
5.520867266836571474e+00;1.111754054952658421e+01;1.505043860323576155e+01;5.615532177315949447e+00;1.169755466474206074e+01;2.002584332956003355e+00;1.981758240909948121e+00;2.037873664514997962e+00
2.506209548048685676e+00;5.913020037679793894e+00;3.255245371290893530e-02;-8.641730664634993175e+00;5.901467401184003592e+00;2.008594685803396729e+00;1.981510912755496401e+00;2.005123947334793044e+00
2.568731614683396280e+00;1.033758305066155359e+01;1.107114754394887868e+01;-7.997719395862583625e+00;2.120617394822809132e+01;2.023904325286350669e+00;1.989484066109611593e+00;1.984038202359228453e+00
9.921722628693036006e-01;2.043226745658666132e+00;-1.037137794488164566e+00;-1.033872892709224267e+01;2.745462685390907431e+00;2.006414640154291718e+00;2.001498124822985059e+00;2.018674929488041503e+00
7.916751195505018934e+00;3.655310062341391664e+00;3.509772103091818529e+00;-3.749084570580775377e+00;1.262634744555288258e+01;1.984661633157040805e+00;1.993010003799891461e+00;2.000872595929917619e+00
