-2.170275485310184660e-01;5.995444987674465764e+00;5.285677719285901688e-01;-1.156489226127670467e-01;1.304817674162270080e+01;1.307591925074691730e+01;-9.102208564613172292e-01;6.742431713048832265e+00;-2.890068216278197433e+00;-4.164945642031034012e+00;-1.619370127200814302e+00;7.603679093521233057e+00;-5.538791795440347165e+00;4.493318037650384511e-01;-3.154403362449425430e+00;1.203284714801962885e+01;-8.649917546669120938e+00;1.392455347185852865e+01;7.298745184250295281e+00;4.238237339911059998e+00;1.386577435364619149e+01;6.798529326267345851e+00;-6.668010405115660788e+00;-4.692680371825828090e+00;9.581542261075458811e+00;3.262036540179859223e+00;-1.357965388967176334e+00;1.723529792434067076e+01;4.249212846635435525e+00;-5.406633543041218459e+00;2.912255782478316846e+00;1.649062833331834099e+01;4.063066752549044480e+00;-8.226498674018896118e-01;1.860546093034162851e+00;-6.612080732723400800e+00;-1.799582694645974534e+00;9.352858391933676074e+00;-5.673293443661245661e+00;-3.269822326335303231e+00;1.988349433206490602e+00;1.981592328490753063e+00;2.008479889431165510e+00;1.978822596630488206e+00;1.973106899903543265e+00;1.981711067015032413e+00;1.995675135524199062e+00;2.007276903154428638e+00;2.004345187031136621e+00
-3.291510664675088016e+00;6.667868124216418835e+00;-3.395906188430528161e+00;5.388586326486608513e-01;3.689593773630807760e+00;1.751133740767453162e+01;-6.260420700485729739e+00;1.051129233870284985e+01;5.031262440695030591e+00;3.603457506688188872e+00;4.001914011387194492e+00;6.395197502114591259e-02;4.543597460085869955e+00;-8.247153988190593310e+00;3.520266606759600236e+00;1.070191387098365432e+01;6.084853388888792125e+00;9.467788128045240725e+00;-2.147070080106552759e+00;2.677891720861539149e+00;-3.007471339332428606e+00;4.889598192258677756e+00;6.357253887142007898e+00;-2.716865942174191417e-01;6.470479607231189867e+00;4.886818454176013127e+00;7.911066436257893075e-01;1.024995136522027650e+01;5.423423780427705232e+00;-8.748711663742962941e-01;-5.782499720519528097e+00;1.934182421738109525e+01;-3.288899974782368396e+00;-2.227490647977893534e+00;-1.865414191542781097e+00;1.229420871722295061e+01;6.352625559231856123e+00;8.627124246401759677e+00;8.067514047787456288e-01;4.283483259489500483e+00;1.995723772370114890e+00;2.000474961676443009e+00;2.017365304141688132e+00;2.011808947505614231e+00;1.977300044564831438e+00;1.979605158755991301e+00;1.997873716266975075e+00;1.985170088229080809e+00;1.999470156591197645e+00
-8.378026767526133511e+00;4.195675811966187219e+00;2.850869404317453171e-01;-1.587747393054346645e+00;1.269834918502299459e+01;-5.118651272806253871e-01;4.218971576338631735e+00;2.688267049210447013e+00;-7.019965269615076053e+00;-5.537869278503621651e+00;6.066059505911225891e+00;1.065884564623760866e+01;2.125802476499805138e-01;-1.915013588164087288e+00;8.099536589285126098e+00;1.207505421236586152e+01;-2.944696623527450985e+00;1.472755198478553851e+01;-4.459992540262993188e+00;-5.779774356491163445e+00;-5.092516234954680421e+00;1.460599937964351369e+01;4.489320511224205390e+00;-4.243236047665503996e+00;3.920039211166799653e+00;2.082936110968914534e+01;-2.439073238591435100e+00;1.042609155675105725e+01;-2.987765882480184487e-01;-3.224565401290389488e+00;-4.842785377934064606e+00;3.276076258965847643e+00;6.773246018920348277e+00;-8.895678005030944746e+00;1.534862388744978112e+01;1.420249115402329920e+01;-1.325464814777622014e+00;7.811197556675182341e+00;-4.298605711525608442e+00;-1.648567995770266137e+00;1.991617968960488927e+00;1.949178739770650370e+00;1.976877146422731490e+00;1.997682029725850628e+00;2.017837365184821152e+00;2.009367520000308271e+00;1.995386599580225573e+00;1.968421711211877589e+00;2.003418886811446420e+00
7.119380294634440887e+00;1.402927939438781557e+01;-9.781114869100639986e-01;-3.009777326452968360e+00;1.465972801338343245e+01;1.131517993994129156e+01;1.633372081874959036e+01;1.273963000668318912e+01;3.845946567001999661e+00;-9.646731542130538628e+00;4.783638082529027002e+00;1.745042495308009478e+01;-1.951084890805072636e+00;-1.842510118995725144e+00;1.031902746947803706e-01;1.451212468032149872e+01;1.648582751535624613e+00;8.869961186122653274e+00;7.835773358243946163e+00;3.207084361208458745e+00;4.441914001708138215e+00;1.026736732985133571e+00;-2.381944817503295120e+00;-1.396618302811827750e+00;1.863982938162154923e+01;1.064457153162157077e+01;-1.572358375497147964e+00;1.199665160536753206e+01;-5.941893731137470880e-01;-6.080311370095436985e-01;3.721307329453408475e+00;3.492359387453584318e+00;-8.210892074811612318e+00;5.754172393981149547e+00;7.860768794851587415e+00;1.053154804817682155e+01;-8.719294597007332115e-02;1.654140736987637084e+01;2.820631630766055054e+00;-5.025852767660071052e+00;1.983376951017377987e+00;1.994572037851854107e+00;2.013325733235148185e+00;2.010544054909614964e+00;1.978734263023227413e+00;2.029463475880401102e+00;1.984178736664917952e+00;1.976380397871944083e+00;1.989406508312230981e+00
3.944544119395894999e+00;1.622878601328923054e+01;5.130530353786924014e-01;4.396614822356169405e+00;6.440810399772501249e+00;1.285484416991706880e+01;-2.363253589621610917e+00;9.940133282941907567e+00;3.781699818896432141e+00;-1.636409508736326401e+00;2.230710985336675112e+00;2.166850220737853050e+01;7.625333662067969698e+00;-9.783357759602786530e-01;1.403095311229199460e+01;8.887655949538281419e+00;-1.731212630111183426e+00;7.461394564001738061e+00;2.898465564962522834e+00;2.180615458728921929e+00;1.988934692121535175e+00;1.765401471318160276e+01;-8.833069431095356805e+00;-7.968977666610559396e-01;1.636239809539384282e+01;6.052286681264698487e+00;-2.386836414413648022e+00;1.274156861975470889e+01;3.140330676985578773e+00;-2.116193766868838644e+00;-1.103487446248992310e+00;5.137903727231584838e+00;-3.871407770150996797e+00;-8.508532048707837525e-01;-7.477460928556354247e-01;1.087572331425338312e+01;4.576678363699016039e-01;1.667391129109261882e+01;-1.751473240490657446e+00;-8.935691540610523731e+00;2.005291110727741799e+00;2.002642974054031910e+00;1.988144679806052251e+00;1.987219924477087396e+00;1.966557603647938191e+00;1.975332148510483110e+00;2.001245344357815981e+00;2.020601009021472105e+00;1.985301729681024474e+00
7.507366670633083494e+00;6.564992125066686057e+00;5.042649632298327411e+00;-5.703767301091953179e+00;3.181187114117056680e+00;5.325048774573195587e+00;-1.219315115841928865e+00;4.772540729626780553e+00;-6.658659361134185772e+00;4.383331719417315142e+00;1.062365546369554004e+01;2.460088744250453985e+00;-1.039968650334325773e+01;-1.053258783388798214e+01;1.037018435253758319e+01;9.931457137688841641e+00;-3.136294826252001844e-01;4.411066887951787585e+00;-5.237578332752129029e+00;3.994115016055879153e-01;-1.352093534771421801e+00;5.128678170482838361e+00;-1.120375357656740789e+00;-2.822643487089274483e+00;5.924132533646391252e+00;-2.113517794628323898e+00;-6.320891416564955456e+00;1.338915082625163677e+00;2.478550369738394821e-01;-1.222557103696175096e+00;2.557883039464293518e+00;5.722544252319019087e+00;9.752809933193891112e+00;2.438851014090730018e+00;8.811794997837072430e-01;3.808753390790920790e+00;1.480533179309618363e+00;1.436591815896703395e+01;6.674642255692838866e+00;-1.744403280544494006e+00;1.990162386034018960e+00;2.009045940130240293e+00;1.978546931643248685e+00;2.001621620398005952e+00;1.998316472913069797e+00;1.987260485209977112e+00;2.020047405118129191e+00;1.987609028904603337e+00;1.983103461465035799e+00
-1.058234295393358337e+00;8.907910661722212353e+00;7.667479687233884178e+00;3.330922543710598482e+00;1.308845979653021985e+01;8.808467666822801689e+00;-1.158679650204199607e+00;1.205828132098707783e+01;-2.257012132112407699e+00;7.564069677183322682e+00;7.040313300161318288e-01;4.864371241809827495e+00;2.476303088541488062e+00;6.008758428468826907e+00;5.606075475712764877e+00;-4.663442798611344031e+00;-1.979675156729964414e+00;1.903508849991862206e+00;-5.727020306674800665e+00;-3.168060643669885934e+00;7.072355473431345629e+00;8.236123794014215349e+00;-4.201763270046110499e-01;-2.006244540984101210e-01;8.123849161525937390e+00;7.328873675500100937e+00;4.493413301122689774e+00;9.902370025126186803e+00;5.401206419430636174e+00;-3.045973063031404138e+00;-1.002655068254358017e+00;5.856182466608850667e+00;4.822719741763920709e+00;1.046552500219077864e+00;-5.177994954684983497e-02;1.598617175410002389e+01;1.704587626403827549e+00;1.064707481162033353e+01;-1.763228401596006467e+00;1.281646058513572495e+00;1.984515446384177650e+00;2.022214674625423925e+00;2.028821240468555054e+00;2.016724401900736652e+00;2.015717988097187607e+00;1.986675127770166416e+00;1.992968948148670538e+00;1.978022510411360013e+00;1.987652503308060981e+00
2.714283728943838625e+00;3.590418115689775647e+00;4.447602268386095403e+00;6.109447681182706980e-01;-9.664384968048224778e+00;-1.061561101709424193e+00;-4.092452044369723652e+00;2.142916249121075367e+01;2.425111627115160928e+00;-3.720362066391148304e+00;3.535893599871087201e-02;1.061478959338849393e+01;5.780878642191031425e+00;-8.350780834204581282e+00;8.649835807581554903e+00;1.010184341610287717e+01;5.066882820072486915e+00;1.186641747519472823e+01;9.785298595449472003e+00;2.358694545570180878e+00;4.765548476235967001e+00;2.055783382928600034e+01;3.045423191833128485e+00;-8.216903433002812562e+00;9.508035870332449235e+00;1.756659873946676598e+01;-7.403134766276551204e+00;5.510257772597879189e+00;-7.860642584075252515e+00;-2.280298186370282920e+00;-2.367792099231521341e+00;5.112891963823284591e+00;-3.524095994691373690e+00;3.466544584319798616e+00;1.000348880068453994e+01;2.588700819941211151e+00;3.050129094033340316e-01;1.061818626744928196e+01;6.691137077869355743e+00;-4.731419233925754142e+00;1.998766133544050749e+00;2.008315184122497765e+00;2.023284123441636329e+00;2.007603367045676546e+00;2.001850968311188694e+00;2.038703712376029209e+00;2.018217394454841607e+00;1.989419395941250279e+00;2.018125006456437998e+00
4.769371476761021356e+00;1.001099641009869678e+01;7.008454196453082652e+00;-1.305129647158478345e+00;1.348184284143817457e+01;8.678893030744744053e+00;2.439514748172481262e+00;1.231154741510022177e+01;6.005149514208867778e+00;3.621509054002406636e+00;2.895422460697273159e+00;1.509338650733942799e+01;-3.244071948454219978e+00;-9.677373259912669390e-02;1.665616735229088263e+00;7.941607104639599513e+00;3.667613631535013852e+00;1.065245166332570825e+01;2.037661661573979988e+00;-3.383898593796294207e+00;-9.581258707233253347e-02;1.014660084747550783e+01;3.279314238441362939e+00;-2.761503497460520595e+00;9.251224578516136887e+00;6.459591994782445390e+00;1.714883282735015779e+00;1.686202863760370718e+01;2.403103363526786218e-01;4.511321290999243949e-01;3.545726996066146164e+00;1.078223050308329434e+01;-5.644705024748656541e+00;1.279882270324852023e+00;8.317545923464475521e-01;4.157154429616730873e+00;-1.615518620220705692e+00;3.903090563495755561e+00;2.769740834820928477e+00;3.425279828028386930e-01;1.982524834959055626e+00;1.978290119845113937e+00;2.020522502280482247e+00;2.003637595400112659e+00;2.028155642408748793e+00;2.032902539420645915e+00;1.996370032189639376e+00;1.995870727205262041e+00;2.014017228120781322e+00
1.322981712519136543e+00;1.401289421545394021e+01;3.652831914017429238e+00;-9.003999892365854407e+00;1.207331700410760078e+01;5.417968174338946064e+00;-1.571978447403841628e+01;5.222311482363579671e-01;1.971068342207133339e+00;1.438346691235712793e+00;-2.487913315313528884e+00;1.988558104820512540e+00;-2.666832717622096283e-01;-3.958680810444922038e+00;1.696198269003008363e+01;7.746544308017808689e+00;-5.259416714168651197e+00;5.419769978524312748e+00;4.040831525794395418e+00;1.063702509390575202e+00;-6.099106165813623637e-01;9.247396789071594014e+00;-1.381429013798152194e+00;-7.361376331169049436e+00;3.347846556293604170e+00;1.384231664566824094e+01;6.101386190506975282e+00;5.887155218333070650e+00;2.564950104549742704e+00;-8.998995692175515870e+00;-2.845686702105672872e+00;1.142682019661352832e+01;4.475691851300578783e+00;3.476472378621888737e-01;8.284618124221442059e+00;9.131187498710314543e+00;-2.807496170062959706e+00;5.091659304595496316e+00;-8.188774225599017242e+00;-1.089430618472640155e+01;2.001225289126822737e+00;1.998842688826436564e+00;1.989502424649440382e+00;1.995308699884752679e+00;1.966496124937622270e+00;1.987153716103080336e+00;2.010334598736129852e+00;2.008520021096430686e+00;1.993112077113214253e+00
