1.361829993574922515e+00;-2.671098634053504561e+00;6.471808420861696831e+00;0.000000000000000000e+00;2.904456616258650925e+00;9.858894588711969220e+00;-8.313959360184733707e-03
2.612465553151324116e+00;7.568395762446891162e-01;2.090694458632233221e+01;0.000000000000000000e+00;3.021126253658956706e+00;1.005804570527972785e+01;3.197424571437499502e-02
-2.060161185136752948e+00;3.730157690630382383e+00;6.619463104094331030e+00;0.000000000000000000e+00;3.128896029980200666e+00;1.000567507245189880e+01;4.970622431331965518e-02
2.301112535933104830e+00;-8.303652547291984209e-01;7.755995447087093986e+00;0.000000000000000000e+00;3.005176706141601262e+00;9.730467570241657427e+00;-3.821627044056439410e-02
-6.700739653027940612e+00;-2.449475711684868440e+00;4.507176898976243962e-01;0.000000000000000000e+00;2.891896082959541481e+00;1.003255574283561380e+01;-4.925212535110044809e-02
1.107208187075728878e-01;2.573653632990525075e+00;1.074039012435109086e+01;0.000000000000000000e+00;2.839042146179461490e+00;1.004520441775515494e+01;3.612447796617580809e-02
7.599992649098349595e+00;1.712481621522271569e-01;1.003092856194686178e+01;0.000000000000000000e+00;2.877484241898260020e+00;1.014142100924716594e+01;7.818963539435755394e-02
1.482152847312551591e+00;-1.083487774187921637e+00;9.625606627652562253e+00;0.000000000000000000e+00;2.909139036879414775e+00;9.808921667827757318e+00;1.116850893853422177e-01
2.613286912241715942e+00;2.372644928608000026e+00;4.349210657995423723e+00;0.000000000000000000e+00;2.962516459347741549e+00;1.006061322190215002e+01;4.926383299860165321e-02
1.653784005685516423e+00;3.450075888461268558e+00;1.423115535423367284e+01;0.000000000000000000e+00;3.016506046530882834e+00;9.916997847365982111e+00;9.359368605909440531e-03
-8.312263731980582548e-01;3.228719570827603969e-01;1.325930696442937062e+01;0.000000000000000000e+00;3.113192438946543739e+00;1.057005974358205336e+01;-6.327160764313588537e-02
-1.043484061731042578e+00;2.722192716209379526e+00;1.484230705793081562e+01;0.000000000000000000e+00;2.939657249486305801e+00;1.029589483314683562e+01;7.897394513838580654e-02
2.192031291920847058e-01;1.854234989462693939e+00;8.226363178064756809e+00;0.000000000000000000e+00;3.099109318023739679e+00;1.030227325442947262e+01;-1.731404226629843987e-02
-1.934681362604575572e+00;4.112031223823538362e+00;1.345846752751879905e+01;0.000000000000000000e+00;3.169748465383936953e+00;9.844757886469986730e+00;-4.952937698194394799e-03
-5.057991579343499300e-01;1.100842646907455036e+00;1.755848626686938729e+01;0.000000000000000000e+00;3.225803436028291671e+00;1.002119614190773511e+01;8.333412578364579604e-02
3.922052677705931689e-01;9.234591022769329527e-01;1.329412962207130988e+01;0.000000000000000000e+00;3.000037173936199508e+00;1.001285098272557406e+01;3.514840218557737511e-02
