-9.282186207469512951e+00;1.453361946152508466e+01;2.089674053319203750e-01;-3.447185715273379358e+00;5.025227115017161239e+00;5.209545035664680412e+00;1.986368150166029745e+00;1.998130502289003907e+00;1.995427666754237217e+00
-9.340621262919471590e+00;8.654880434933694744e+00;-1.782556680444792541e+00;3.831143236426655108e+00;5.809771664958898185e+00;3.101087053667177962e+00;2.011898376406849209e+00;2.021395990272080390e+00;2.035580079557295807e+00
9.410430834014253065e+00;1.094889678339866457e+01;-1.365459631790669093e+00;-3.706259522761792269e+00;-1.642996903965341815e+00;8.222067160739541691e+00;2.006838798791041434e+00;1.992728148327492566e+00;2.014065302010679126e+00
1.443986655640485672e-01;6.287981260363141089e+00;3.556689538326060163e+00;-5.508684021225977112e+00;8.722412214028127053e+00;-3.938808669618421021e-01;2.014455137143947194e+00;1.983722348405120517e+00;2.022926900584850696e+00
-1.307464385917431748e+00;1.069495325498251681e+01;2.964917592467388729e-01;1.693195722079926302e+00;1.173483177363615404e+00;1.642632500694107023e+01;2.000759950046837155e+00;2.023005264571414497e+00;1.991002333160320603e+00
-4.268130937915346479e-01;3.596438646584810606e+00;1.837335794531141486e+00;1.857222599501786586e+00;1.074748091630523561e+01;2.364451559570441397e+00;1.989373501280828238e+00;1.980776090165881520e+00;2.023110200635836353e+00
-2.870335819489478357e+00;1.351763742205720042e+01;5.636637467968903081e+00;1.298365256592489025e+00;2.660714531824529772e+00;4.843196807349903210e+00;1.993523725056213891e+00;1.994766202938527799e+00;2.002256359560476540e+00
4.441743636895587599e-01;1.014990459253161781e+01;-8.086668801238181103e+00;-2.909290503943431361e+00;8.643734236580657537e+00;6.736168805904547696e-01;2.009373097181833323e+00;2.001833290349959604e+00;2.026404062915724946e+00
-5.757695417974183272e+00;-4.333111580425697440e+00;1.014548951355777895e+01;-2.607389585135940546e+00;-6.381274314442935136e-01;1.251101172939835671e+01;2.004923971594057885e+00;1.989429617239775183e+00;2.004655706348035249e+00
-2.051033652896739223e+00;6.923422394352254372e+00;-3.889939120032280151e+00;-3.988956733556928480e+00;4.474871395416428754e+00;-1.304598635568876119e+00;1.991810888081183561e+00;1.983452409702300301e+00;2.024071826018670972e+00
3.142144847882078817e+00;1.508062196335513150e+01;-5.911540547199113149e+00;-9.975167369888868762e-01;4.376911541170344755e+00;1.048521293259753406e+01;2.000608213644181621e+00;1.984265777518862572e+00;1.996480158067936994e+00
7.562510771492544137e+00;1.390364366935094154e+01;-2.814666771296807646e+00;-7.590674243812252087e+00;3.189670562717312308e+00;5.288344808732032831e+00;2.017693520132497031e+00;1.997277426775962761e+00;1.992292191596669371e+00
