-2.425096539806624207e+00;7.303235018516667232e+00;2.580837308247115658e+00;-8.528717238074136731e+00;9.636637584020848024e+00;1.322911458355251924e+01;8.212327714917371679e+00;6.100302485116623430e+00;2.172361431597944481e+00;-9.034748232059207851e+00;1.999238687128775283e+00;2.017637610809114079e+00;1.992113733974894219e+00
2.022240807547242447e+00;9.968155175253569311e+00;4.406184953403733395e+00;5.204952776401841064e-01;2.017697276901911962e+01;1.140005245921495103e+01;1.697257059551926517e+00;5.902160989925296697e+00;-2.567529304838606308e+00;-6.366531532596862775e+00;2.006840044528044320e+00;2.007322419240844535e+00;1.994328216124535924e+00
2.339197772100495953e+00;9.578146129261758901e+00;1.089894108557601449e+01;-4.851119146726862397e+00;1.200245824790791005e-01;4.345635820842144170e-01;-5.656015488530515611e+00;8.118103555088641343e+00;-1.105444744026299375e+01;-4.775672861695068327e-01;1.976938602391657973e+00;1.986338279121889761e+00;2.028323233220808763e+00
-6.235231164086581401e+00;2.160980999126764601e+01;6.922760120074898715e+00;-1.044099234533719844e+01;-5.598774059776392420e-01;1.014010640490129944e+01;2.305867985913116591e+00;1.448589774940017527e+01;3.734174140330067004e+00;8.436170769392981050e-01;1.994697165781792458e+00;1.992462735174792554e+00;1.998647088325252508e+00
-3.420696125686419897e+00;5.188158279643792170e+00;8.134976250201360060e+00;-1.324177320862036211e+00;1.107512661975262347e+01;6.195312825928041889e+00;1.029659503010508814e+01;1.359495537832061629e+01;-6.393041997042899993e+00;2.050537041984635600e+00;1.995765979525838230e+00;2.010324394809425819e+00;1.997065645239813225e+00
3.218258368451085705e+00;1.470427687052426435e+01;5.979027916661483033e+00;-5.178362838214241037e+00;2.240712665725764552e+00;6.374254173255245348e+00;1.373359707381631800e+01;9.324885625306286840e+00;-8.564898790488211233e+00;-6.319114102027930890e+00;1.987006037597219388e+00;1.982015985027450578e+00;1.968789894167570331e+00
3.323155738239379264e+00;9.920064572652609769e+00;1.103221504900666261e+01;-2.170508261208035528e+00;1.569997650953538937e+01;1.032801172327945594e+01;8.553695939857878017e+00;1.183994521892982554e+01;5.042966589786970211e+00;-4.906353432742085463e-01;1.998380025420875450e+00;1.990319366596340789e+00;1.984832414895497443e+00
-3.194650220147825515e+00;6.861337077429190856e+00;4.358460230994284146e+00;2.489978921686084590e+00;1.340991778560474579e+01;-8.429340521406452069e-01;-2.923084040240710113e+00;9.669731471954181146e+00;3.136637521341124391e+00;-4.618175829615629446e-01;1.990794634910223015e+00;2.013036087476126390e+00;2.001183081646396911e+00
5.006451869428986790e+00;1.942241600305392524e+01;3.142308812383197925e+00;-6.576995678747232787e-01;1.275362005834557877e+01;2.679277912191425415e+00;2.769960215487599964e+00;1.465487068991771658e+01;-2.140511842309143375e+00;5.427438022635175052e+00;1.989275529884088956e+00;1.992111944352184194e+00;1.960185311572561151e+00
-2.281300635837737012e+00;7.738014825422594001e+00;6.551412773871013506e+00;-2.731963194463705058e+00;7.170790620401401583e-01;1.189135890241610305e+01;4.655462371444186731e-01;2.784525060814921460e+00;-1.393158896291635251e+00;4.063698792430115780e+00;1.991459098758332269e+00;1.994204856563291051e+00;2.025905722202240966e+00
